boy star	10.268165051937103
train passenger	17.16591850668192
smoke wood	41.62587505578995
marble wall	32.65211793035269
roof apartment	5.341163069009781
rope iron	8.386480554938316
wife wine	4.980058401823044
diver sea	7.507584184408188
stool seat	14.802446126937866
saw mill	6.042870283126831
porch seat	8.902940332889557
boy camel	4.685544773936272
fork tree	27.868751227855682
friend column	1.7268437296152115
sheep clothing	13.734769567847252
forest country	42.84890133142471
boy suitcase	8.499524533748627
arm deck	67.4425647854805
husband coat	4.915814638137817
belt hill	5.563153862953186
cup chair	15.620482355356216
hall balcony	11.091141164302826
sword country	8.665727518498898
kitchen lamp	12.408105254173279
spring home	7.04326522257179
husband gate	9.35952091217041
son vessel	5.92925988137722
nut berry	9.372307538986206
chain lion	5.623786836862564
wine milk	7.938785947859287
food lodging	5.627194598317146
chimney tree	28.129108428955078
chest knife	9.240729928016663
stone rod	1.2313931621611118
fire smoke	235.26938411593437
skull cave	8.510602951049805
snow smoke	16.566356375813484
son branch	1.1554001979529858
coal iron	10.364347081631422
wine bowl	7.6352314949035645
poetry sea	1.830713164061308
gold clothing	1.022455658763647
child penny	2.379175204783678
house saw	1.3216435387730598
wolf hill	5.733547613024712
hat shirt	56.77700263261795
house inhabitant	33.9421695843339
leg turtle	4.738385856151581
gate earth	9.759382337331772
door mansion	43.02926570177078
bill furniture	1.3494512811303139
snow leg	12.426996499300003
tree sister	7.938405364751816
tray coffee	10.572533130645752
cloud column	4.4738501608371735
engine train	20.514680415391922
cloth cap	13.590994693338871
bread pill	5.31265264749527
valley king	4.249877393245697
cabinet book	9.342307418584824
bedroom child	6.136901885271072
cup tea	369.524142049253
silver wife	4.339844971895218
country churchyard	7.516705274581909
desert food	3.336185909807682
ring plate	5.264158934354782
hat skirt	17.869593918323517
rock landscape	2.4280412904918194
child boat	22.014959394931793
deck ocean	5.174344316124916
body rider	3.9319243878126144
bread ham	3.37584862485528
body planet	2.3665778934955597
lover country	2.160868579056114
boy wagon	23.550937458872795
shell wood	8.439785331487656
rock note	2.1877757757902145
street inhabitant	29.84083729982376
office bell	7.649694859981537
gold sister	0.7374617606401443
bottle ship	2.8120381981134415
flower rose	16.00595422834158
leg boot	44.07823568582535
house pot	8.155581682920456
bridge village	21.257865339517593
arm chair	382.3281603604555
hotel hall	34.97106325626373
cabin gun	13.9515041410923
fence road	47.657861560583115
ford horse	8.788475260138512
fur fly	1.1405191253870726
platform gate	8.377661764621735
boy goat	11.840160056948662
address mother	12.951249927282333
newspaper train	1.096637561917305
spring road	8.531489685177803
skeleton museum	2.620514713227749
marble house	6.856351193040609
fire wine	22.93283987790346
vegetable soup	7.990489602088928
door ladder	32.10070413351059
door table	175.90151707828045
fur gentleman	1.3579409327358007
door terrace	17.174565136432648
brother castle	6.456385776400566
cupboard box	10.005660861730576
temple floor	8.640145182609558
nut bush	2.009327247738838
captain note	13.415367215871811
form net	2.328822858631611
marble apartment	1.7520101442933083
mountain shower	5.28706768155098
boy train	24.0721228197217
shed store	5.887312814593315
home branch	1.6513394564390182
shell child	8.043238937854767
rabbit pigeon	4.947378113865852
hat sister	11.087104469537735
gate wood	35.65187147259712
tower floor	8.591920256614685
window column	9.18742322921753
cow hill	3.590388745069504
house lock	7.676322281360626
boy deck	45.680043548345566
