/c/en/abu/n	/c/en/honshu	0.5
/c/en/abu/n	/c/en/japan	0.5
/c/en/acar	/c/en/street	1.0
/c/en/acc/n	/c/en/india	0.5
/c/en/acc/n	/c/en/mumbai	0.5
/c/en/accelerator/n	/c/en/vehicle/n	2.0
/c/en/accident	/c/en/roadblock	1.0
/c/en/accomadations	/c/en/motel	1.0
/c/en/accommodation	/c/en/canada	1.0
/c/en/accommodation	/c/en/inn	1.0
/c/en/accommodation	/c/en/motel	1.0
/c/en/accommodation	/c/en/theater	1.0
/c/en/accomodation	/c/en/motel	1.0
/c/en/accordion	/c/en/band	1.0
/c/en/accountant	/c/en/firm	2.0
/c/en/acid	/c/en/stomach	1.0
/c/en/acne	/c/en/mcdonalds	1.0
/c/en/aconcagua	/c/en/argentina	0.5
/c/en/acorn	/c/en/forest	1.0
/c/en/acorn	/c/en/ground	1.0
/c/en/acorn	/c/en/tree	3.464
/c/en/acorn	/c/en/roof	1.0
/c/en/acorn	/c/en/tree	1.0
/c/en/acrylic	/c/en/factory	1.0
/c/en/acrylic	/c/en/paint	1.0
/c/en/acrylic	/c/en/painting	2.0
/c/en/acting	/c/en/theatre	1.0
/c/en/activist	/c/en/demonstration	2.0
/c/en/actor	/c/en/movie	4.472
/c/en/actor	/c/en/show	3.464
/c/en/actor	/c/en/television	2.828
/c/en/actor	/c/en/theater	1.0
/c/en/actor	/c/en/movie	1.0
/c/en/actor	/c/en/movie	2.0
/c/en/actor	/c/en/opera	2.828
/c/en/actor	/c/en/play	1.0
/c/en/actor	/c/en/show	2.0
/c/en/actor	/c/en/television	1.0
/c/en/actor	/c/en/theater	3.464
/c/en/actress	/c/en/movie	1.0
/c/en/ad	/c/en/newspaper	4.0
/c/en/address	/c/en/house	1.0
/c/en/address	/c/en/mailbox	1.0
/c/en/address	/c/en/cabinet	1.0
/c/en/address	/c/en/phonebook	1.0
/c/en/adidas	/c/en/germany	0.5
/c/en/adjenda	/c/en/meeting	1.0
/c/en/ad	/c/en/newspaper	2.0
/c/en/advertisement	/c/en/bus	2.828
/c/en/advertisement	/c/en/comercial	1.0
/c/en/advertisement	/c/en/email	1.0
/c/en/advertisement	/c/en/magazine	2.828
/c/en/advertisement	/c/en/mail	4.0
/c/en/advertisement	/c/en/store	1.0
/c/en/advertisement	/c/en/tv	1.0
/c/en/advertisement	/c/en/subway	2.828
/c/en/advertisement	/c/en/television	2.0
/c/en/advertising	/c/en/newspaper	6.0
/c/en/advertisments	/c/en/bus	1.0
/c/en/advertisments	/c/en/newspaper	1.0
/c/en/advert	/c/en/magazine	1.0
/c/en/advert	/c/en/mail	1.0
/c/en/advice	/c/en/doctor	1.0
/c/en/affair	/c/en/work	1.0
/c/en/afrikaans	/c/en/namibia	0.5
/c/en/agenda	/c/en/meeting	3.464
/c/en/agenda	/c/en/conference	1.0
/c/en/aggravation	/c/en/mall	1.0
/c/en/agora/n	/c/en/kazan	0.5
/c/en/agora/n	/c/en/russia	0.5
/c/en/agro/n	/c/en/kiev	0.5
/c/en/agro/n	/c/en/ukraine	0.5
/c/en/ahy	/c/en/loft	1.0
/c/en/aiplane	/c/en/airport	1.0
/c/en/air	/c/en/airport	1.0
/c/en/air	/c/en/balloon	2.828
/c/en/air	/c/en/bridge	1.0
/c/en/air	/c/en/bus	1.0
/c/en/air	/c/en/cupboard	1.0
/c/en/air	/c/en/house	2.0
/c/en/air	/c/en/jar	1.0
/c/en/air	/c/en/lung	1.0
/c/en/air	/c/en/pocket	1.0
/c/en/air	/c/en/sky	2.0
/c/en/air	/c/en/supermarket	2.828
/c/en/air	/c/en/theatre	1.0
/c/en/aircraft	/c/en/air	2.0
/c/en/aircraft	/c/en/sky	1.0
/c/en/aircraft/n	/c/en/sky/n	2.0
/c/en/airplane	/c/en/air	4.899
/c/en/airplane	/c/en/hangar	1.0
/c/en/airplane	/c/en/hanger	3.464
/c/en/airplane	/c/en/sky	7.483
/c/en/airplane	/c/en/air	1.0
/c/en/airplane	/c/en/sky	2.0
/c/en/airplane	/c/en/war	1.0
/c/en/airport	/c/en/city	1.0
/c/en/airport	/c/en/suitcase	1.0
/c/en/airy/n	/c/en/mar	0.5
/c/en/aisle	/c/en/building	1.0
/c/en/aisle	/c/en/church	3.464
/c/en/aisle	/c/en/drugstore	1.0
/c/en/aisle	/c/en/sanctuary	1.0
/c/en/aisle	/c/en/store	2.0
/c/en/aisle	/c/en/supermarket	2.0
/c/en/aisle	/c/en/plane	2.0
/c/en/aisle	/c/en/store	1.0
/c/en/aisle	/c/en/theatre	2.0
/c/en/aker/n	/c/en/norway	0.5
/c/en/aker/n	/c/en/oslo	0.5
/c/en/albertina	/c/en/austria	0.5
/c/en/albertina	/c/en/vienna	0.5
/c/en/album	/c/en/closet	2.0
/c/en/album	/c/en/musicstore	1.0
/c/en/album	/c/en/recordstore	1.0
/c/en/alcohol	/c/en/beer	3.464
/c/en/alcohol	/c/en/distillery	2.0
/c/en/alcohol	/c/en/fridge	1.0
/c/en/alcohol	/c/en/plane	3.464
/c/en/alcohol	/c/en/pub	4.0
/c/en/alcohol	/c/en/restaurant	1.0
/c/en/alcohol	/c/en/supermarket	1.0
/c/en/alcohol	/c/en/wine	2.828
/c/en/alcoholic	/c/en/bar	2.0
/c/en/alcoholic	/c/en/bridge	1.0
/c/en/alcoholic	/c/en/park	1.0
/c/en/alcoholic	/c/en/prison	1.0
/c/en/alcoholic	/c/en/bar	4.0
/c/en/ale	/c/en/pub	1.0
/c/en/aletschhorn	/c/en/switzerland	0.5
/c/en/aletschhorn	/c/en/valais	0.5
/c/en/algae	/c/en/water	2.828
/c/en/algae	/c/en/waterfall	1.0
/c/en/alien	/c/en/roswell	2.0
/c/en/alien	/c/en/space	2.0
/c/en/alien	/c/en/universe	2.828
/c/en/alkaloid/n	/c/en/skopje	0.5
/c/en/alley	/c/en/town	1.0
/c/en/alligator	/c/en/beach	1.0
/c/en/alligator	/c/en/swamp	1.0
/c/en/alpine/n	/c/en/dieppe	0.5
/c/en/alpine/n	/c/en/france	0.5
/c/en/alta/n	/c/en/athens	0.5
/c/en/alta/n	/c/en/greece	0.5
/c/en/altar	/c/en/ceremony	1.0
/c/en/altar	/c/en/sanctuary	2.0
/c/en/altar	/c/en/synagogue	1.0
/c/en/altar	/c/en/temple	2.0
/c/en/alter	/c/en/church	2.0
/c/en/althing	/c/en/iceland	0.5
/c/en/alto	/c/en/chior	1.0
/c/en/alto	/c/en/choir	2.828
/c/en/alto	/c/en/concerto	1.0
/c/en/alto	/c/en/opera	1.0
/c/en/alto	/c/en/symphony	1.0
/c/en/alu/n	/c/en/ethiopia	0.5
/c/en/ambiance	/c/en/restaurant	1.0
/c/en/american	/c/en/america	2.828
/c/en/amharic	/c/en/ethiopia	0.5
/c/en/ammonia	/c/en/cabinet	1.0
/c/en/ammunition	/c/en/gun	1.0
/c/en/ammunition	/c/en/war	2.0
/c/en/amnesia/n	/c/en/ibiza	0.5
/c/en/amoeba	/c/en/water	1.0
/c/en/amphitheatre	/c/en/greece	2.828
/c/en/amphitheatre	/c/en/outside	1.0
/c/en/amphitheatre	/c/en/park	2.0
/c/en/amusement	/c/en/circus	1.0
/c/en/amusement	/c/en/disneyland	1.0
/c/en/amusement	/c/en/movie	1.0
/c/en/amusement	/c/en/fairground	1.0
/c/en/amway	/c/en/michigan	0.5
/c/en/anarchy	/c/en/england	0.5
/c/en/anarchy	/c/en/normandy	0.5
/c/en/ance	/c/en/mcdonalds	1.0
/c/en/anecdote	/c/en/story	1.0
/c/en/anemone	/c/en/book	2.0
/c/en/anemone	/c/en/bug	1.0
/c/en/anemone	/c/en/cartoon	1.0
/c/en/anemone	/c/en/catalog	1.0
/c/en/anemone	/c/en/dictionary	1.0
/c/en/anemone	/c/en/dirt	1.0
/c/en/anemone	/c/en/forest	1.0
/c/en/anemone	/c/en/greenhouse	1.0
/c/en/anemone	/c/en/japan	1.0
/c/en/anemone	/c/en/kansa	1.0
/c/en/anemone	/c/en/maine	1.0
/c/en/anemone	/c/en/marsh	1.0
/c/en/anemone	/c/en/meadow	1.0
/c/en/anemone	/c/en/michigan	1.0
/c/en/anemone	/c/en/nursery	2.0
/c/en/anemone	/c/en/oceanb	1.0
/c/en/anemone	/c/en/oean	2.0
/c/en/anemone	/c/en/outside	1.0
/c/en/anemone	/c/en/place	1.0
/c/en/anemone	/c/en/pond	1.0
/c/en/anemone	/c/en/pool	1.0
/c/en/anemone	/c/en/pot	1.0
/c/en/anemone	/c/en/reef	1.0
/c/en/anemone	/c/en/rockpool	1.0
/c/en/anemone	/c/en/saltwater	1.0
/c/en/anemone	/c/en/see	1.0
/c/en/anemone	/c/en/slide	1.0
/c/en/anemone	/c/en/store	1.0
/c/en/anemone	/c/en/water	3.464
/c/en/anemone	/c/en/wood	1.0
/c/en/anemone	/c/en/zoo	1.0
/c/en/anfield	/c/en/england	0.5
/c/en/anfield	/c/en/liverpool	0.5
/c/en/angelfish	/c/en/aquarium	1.0
/c/en/animal	/c/en/cafe	1.0
/c/en/animal	/c/en/outside	1.0
/c/en/animal	/c/en/park	2.828
/c/en/animal	/c/en/wild	1.0
/c/en/animal	/c/en/woodland	1.0
/c/en/animal	/c/en/zoo	7.483
/c/en/animal	/c/en/fair	1.0
/c/en/animal	/c/en/fairground	1.0
/c/en/animal	/c/en/farm	1.0
/c/en/animal	/c/en/laboratory	1.0
/c/en/animal	/c/en/meadow	1.0
/c/en/animal	/c/en/park	2.0
/c/en/animal	/c/en/zoo	4.0
/c/en/animal	/c/en/zoo	2.0
/c/en/annapurna	/c/en/nepal	0.5
/c/en/anshor	/c/en/boat	1.0
/c/en/ant	/c/en/anthill	2.0
/c/en/ant	/c/en/carpet	1.0
/c/en/ant	/c/en/park	1.0
/c/en/antenna	/c/en/roof	4.899
/c/en/antibiotic	/c/en/capsule	1.0
/c/en/antibiotic	/c/en/pharmacy	1.0
/c/en/antibiotic	/c/en/cabinet	1.0
/c/en/antifreeze	/c/en/garage	2.828
/c/en/antique	/c/en/attic	1.0
/c/en/antique	/c/en/trunk	1.0
/c/en/antique	/c/en/attic	2.0
/c/en/antique	/c/en/loft	1.0
/c/en/antique	/c/en/museum	1.0
/c/en/ant	/c/en/anthill	1.0
/c/en/ant	/c/en/beach	1.0
/c/en/ant	/c/en/breadbox	1.0
/c/en/ant	/c/en/colony	1.0
/c/en/ant	/c/en/cupboard	1.0
/c/en/ant	/c/en/field	1.0
/c/en/ant	/c/en/forest	1.0
/c/en/ant	/c/en/pantry	1.0
/c/en/ant	/c/en/table	1.0
/c/en/anus	/c/en/body	1.0
/c/en/anything	/c/en/container	1.0
/c/en/aon/n	/c/en/london	0.5
/c/en/apartment	/c/en/budget	1.0
/c/en/apartment	/c/en/building	1.0
/c/en/apartment	/c/en/complex	1.0
/c/en/apartment	/c/en/michigan	1.0
/c/en/apartment	/c/en/town	2.828
/c/en/ape	/c/en/forest	1.0
/c/en/aphid	/c/en/rose	1.0
/c/en/appetizer	/c/en/dinner	1.0
/c/en/apple	/c/en/fridge	1.0
/c/en/apple	/c/en/greengrocer	1.0
/c/en/apple	/c/en/house	1.0
/c/en/apple	/c/en/orchard	1.0
/c/en/apple	/c/en/refrigerator	1.0
/c/en/apple	/c/en/fridge	4.0
/c/en/apple	/c/en/market	1.0
/c/en/apple	/c/en/shop	1.0
/c/en/apple	/c/en/table	1.0
/c/en/applesauce	/c/en/jar	2.828
/c/en/appliance	/c/en/home	1.0
/c/en/appliance	/c/en/house	2.0
/c/en/apricot	/c/en/table	1.0
/c/en/aqua/n	/c/en/chicago	0.5
/c/en/aqua/n	/c/en/illinois	0.5
/c/en/arabic	/c/en/chad	0.5
/c/en/arabic	/c/en/eritrea	0.5
/c/en/arabic	/c/en/ethiopia	0.5
/c/en/arabic	/c/en/israel	0.5
/c/en/arabic	/c/en/kenya	0.5
/c/en/arabic	/c/en/madagascar	0.5
/c/en/arabic	/c/en/mali	0.5
/c/en/arabic	/c/en/mozambique	0.5
/c/en/arabic	/c/en/niger	0.5
/c/en/arabic	/c/en/senegal	0.5
/c/en/arabic	/c/en/tanzania	0.5
/c/en/arabic	/c/en/turkey	0.5
/c/en/arch	/c/en/archway	1.0
/c/en/arch	/c/en/bridge	1.0
/c/en/arch	/c/en/building	1.0
/c/en/arch	/c/en/cathedral	1.0
/c/en/arch	/c/en/church	1.0
/c/en/arch	/c/en/doorway	1.0
/c/en/arch	/c/en/foot	1.0
/c/en/arch	/c/en/gazebo	1.0
/c/en/arch	/c/en/paris	1.0
/c/en/arch	/c/en/shoe	1.0
/c/en/arch	/c/en/st	1.0
/c/en/archboard	/c/en/den	1.0
/c/en/archboard	/c/en/kitchen	1.0
/c/en/archway	/c/en/aquaduct	1.0
/c/en/archway	/c/en/aqueduct	1.0
/c/en/archway	/c/en/school	1.0
/c/en/archway	/c/en/st	1.0
/c/en/arctic/n	/c/en/switzerland	0.5
/c/en/ardennes	/c/en/ardennes/n	0.5
/c/en/ardennes	/c/en/belgium	0.5
/c/en/ardennes	/c/en/france	0.5
/c/en/ardennes	/c/en/luxembourg	0.5
/c/en/ardennes	/c/en/wallonia	0.5
/c/en/arena	/c/en/city	1.0
/c/en/arena	/c/en/fairground	1.0
/c/en/arena	/c/en/rome	1.0
/c/en/arena	/c/en/stadium	1.0
/c/en/aria/n	/c/en/japan	0.5
/c/en/aria/n	/c/en/nagoya	0.5
/c/en/arial	/c/en/roof	1.0
/c/en/arm	/c/en/air	1.0
/c/en/arm	/c/en/chair	1.0
/c/en/arm	/c/en/coat	1.0
/c/en/arm	/c/en/house	1.0
